Speaker,Speech,Day,Primetime,Politician,Army
A reformed health care system that operates by free choice, instead of by force, and doesn't leave you answering to cold, clueless bureaucrats.

A renewed commitment to building a 21st-Century military – and to giving our veterans the care they were promised, the care that they have earned.

And we offer a better way of dealing with persistent poverty in this country: A way that shows poor Americans the world beyond liberal warehousing and checkwriting, into the life everyone can find, with opportunity and independence, the happiness of using your gifts, and the dignity of having a job.

And you know what? None of this will happen under Hillary Clinton.

Only with Donald Trump and Mike Pence do we have a chance at a better way.

And, last, let the other party go on and on with its constant dividing up of people, always playing one group against the other, as if group identity were everything.

In America, aren't we all supposed to see beyond class, or ethnicity, or all those other lines drawn to set us apart and lock us in groups?

Real social progress is always a widening of the circle of concern and protection. It's respect and empathy overtaking blindness and indifference. It's understanding that by the true measure we are all neighbors and countrymen – called, each one of us, to know what is right and kind and just, and to go and do likewise.

Everyone is equal, everyone has a place, no one is written off, because there is worth and goodness in every life.

Straight from the Declaration of Independence, that is the Republican ideal – and if we won't defend it, who will?
